Station Number,Station Name,Date,Latitude,Longitude,Depth (m),Temperature,Salinity,Bottle #,Chla Conc (ug/L),Ammonia [µmol/L],Phosphate [µmol/L],Nitrite + Nitrate [µmol/L],Silicate [µmol/L],delta O-18
AMBON17-071,ML1.9,20170818,71.02,-165.645,6.31,7.17,31.99,9,1.56,0.98,0.35,3.16,2.77,-1.18
AMBON17-071,ML1.9,20170818,71.02,-165.645,6.05,7.17,31.99,10,,,,,,
AMBON17-072,ML1.10,20170818,71.142,-166.033,39.09,3.82,32.59,1,0.54,5.72,1.6,9.79,15.78,-0.9
AMBON17-072,ML1.10,20170818,71.142,-166.033,39.22,3.82,32.59,2,,,,,,
AMBON17-072,ML1.10,20170818,71.142,-166.034,29.76,3.89,32.52,3,1.09,3.08,1.3,3.72,8.89,
AMBON17-072,ML1.10,20170818,71.142,-166.034,29.48,3.83,32.49,4,,,,,,
AMBON17-072,ML1.10,20170818,71.141,-166.034,20.18,6.74,32.15,5,1.57,0.69,0.42,2.08,1.78,
AMBON17-072,ML1.10,20170818,71.141,-166.034,19.93,6.76,32.14,6,,,,,,
AMBON17-072,ML1.10,20170818,71.141,-166.034,10.87,6.97,32.09,7,1.43,1.16,0.43,2.39,1.78,
AMBON17-072,ML1.10,20170818,71.141,-166.034,11.13,6.97,32.09,8,,,,,,
AMBON17-072,ML1.10,20170818,71.141,-166.035,4.67,6.97,32.09,9,1.51,1.3,0.42,1.27,1.78,-1.3
AMBON17-072,ML1.10,20170818,71.141,-166.035,4.78,6.97,32.09,10,,,,,,
AMBON17-073,ML1.11,20170818,71.266,-166.42,42.27,4.2,32.59,1,0.6,3.3,1.46,8.21,16.91,-0.96
AMBON17-073,ML1.11,20170818,71.266,-166.42,42.12,4.2,32.59,2,,,,,,
AMBON17-073,ML1.11,20170818,71.267,-166.421,30.26,4.42,32.52,3,0.95,2.73,1.18,2.55,11.72,
AMBON17-073,ML1.11,20170818,71.267,-166.421,30.33,4.42,32.52,4,,,,,,
AMBON17-073,ML1.11,20170818,71.267,-166.421,19.93,6.85,32.22,5,2.13,1.87,0.38,2.41,1.78,
AMBON17-073,ML1.11,20170818,71.267,-166.421,19.56,6.85,32.22,6,,,,,,
AMBON17-073,ML1.11,20170818,71.266,-166.421,9.56,6.86,32.22,7,1.95,0.56,0.38,1.09,1.78,
AMBON17-073,ML1.11,20170818,71.266,-166.421,9.61,6.86,32.22,8,,,,,,
AMBON17-073,ML1.11,20170818,71.266,-166.421,4.79,6.86,32.22,9,2.1,0.33,0.38,0.55,1.78,-1.2
AMBON17-073,ML1.11,20170818,71.266,-166.421,4.62,6.86,32.22,10,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,44.05,4.04,32.66,1,0.7,4.04,1.57,3.76,14.24,-0.9
AMBON17-074,ML1.12,20170819,71.386,-166.82,44.07,4.04,32.66,2,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,29.31,4.31,32.63,3,2.17,1.95,1.37,2.32,8.21,
AMBON17-074,ML1.12,20170819,71.386,-166.82,29.2,4.34,32.62,4,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,19.23,6.82,32.19,5,1.3,0.24,0.34,0.15,1.78,
AMBON17-074,ML1.12,20170819,71.386,-166.82,19.34,6.82,32.19,6,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,9.31,6.81,32.19,7,1.16,0.29,0.35,0.11,1.78,
AMBON17-074,ML1.12,20170819,71.386,-166.82,9.6,6.82,32.19,8,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,5.51,6.82,32.2,9,1.22,0.25,0.34,0.16,1.78,-1.13
AMBON17-074,ML1.12,20170819,71.386,-166.82,5.78,6.82,32.2,10,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,46.08,3.04,32.67,1,0.84,3.71,1.57,6.51,13.78,-0.86
AMBON17-075,ML1.13,20170819,71.507,-167.219,46.22,3.04,32.67,2,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,40.3,3.04,32.67,3,0.78,3.64,1.58,6.14,15.96,
AMBON17-075,ML1.13,20170819,71.507,-167.219,39.53,3.04,32.67,4,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,29.82,3.23,32.68,5,0.98,3.63,1.64,6.44,12.25,
AMBON17-075,ML1.13,20170819,71.507,-167.219,30.02,3.2,32.68,6,,,,,,
AMBON17-075,ML1.13,20170819,71.508,-167.219,26.93,3.33,32.67,7,,,,,,
AMBON17-075,ML1.13,20170819,71.508,-167.219,26.72,3.09,32.59,8,,,,,,
AMBON17-075,ML1.13,20170819,71.508,-167.219,20.39,6.4,32.03,9,0.66,0.36,0.35,0.55,1.78,
AMBON17-075,ML1.13,20170819,71.508,-167.219,20.52,6.42,32.03,10,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,10.12,6.58,32.03,11,0.62,0.18,0.3,0.82,1.78,
AMBON17-075,ML1.13,20170819,71.507,-167.219,10.28,6.58,32.03,12,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,4.78,6.58,32.03,13,0.64,0.47,0.29,0.51,1.78,-1.22
AMBON17-075,ML1.13,20170819,71.507,-167.219,5.1,6.58,32.03,14,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,5.04,6.58,32.03,15,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,40.76,1.33,32.45,1,0.75,4.59,1.56,3.76,17.45,-1.02
AMBON17-076,ML5.7,20170819,71.241,-163.405,40.24,1.33,32.45,2,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,32.09,1.52,32.4,3,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,32.17,1.54,32.37,4,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,30.03,4.41,31.9,5,0.98,0.38,0.54,1.2,2.92,
AMBON17-076,ML5.7,20170819,71.241,-163.405,29.67,4.95,31.85,6,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.406,19.22,5.92,31.72,7,0.51,0.38,0.55,0.23,3.1,
AMBON17-076,ML5.7,20170819,71.241,-163.406,19.31,5.92,31.72,8,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.406,10.11,5.94,31.71,9,0.4,0.32,0.57,0.26,3.3,
AMBON17-076,ML5.7,20170819,71.241,-163.406,10.37,5.94,31.71,10,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.406,4.73,6,31.7,11,0.16,0.27,0.64,0.66,3.3,-1.7
AMBON17-076,ML5.7,20170819,71.241,-163.406,4.94,6,31.7,12,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,40.74,1.35,32.49,1,1.56,4.34,1.54,4.06,9.6,-1.03
AMBON17-077,ML5.6,20170819,71.118,-163.804,40.5,1.35,32.49,2,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,32.47,1.28,32.47,3,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,31.32,1.22,32.46,4,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,30.95,1.15,32.44,5,1.68,3.12,1.34,3.56,7.71,
AMBON17-077,ML5.6,20170819,71.118,-163.804,19.56,5.38,31.75,6,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,20.11,5.5,31.77,7,0.47,1.53,0.64,0.22,2.13,
AMBON17-077,ML5.6,20170819,71.118,-163.804,10.4,5.78,31.71,8,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,9.82,5.78,31.71,9,0.35,0.56,0.65,0.12,4.26,
AMBON17-077,ML5.6,20170819,71.118,-163.804,4.68,5.86,31.7,10,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,4.27,5.87,31.7,11,0.27,0.92,0.79,0.66,2.28,-1.88
AMBON17-078,ML5.5,20170819,71.147,-164.486,40.22,4.09,32.62,1,0.92,3.55,1.31,2.25,13.08,-1.29
AMBON17-078,ML5.5,20170819,71.147,-164.486,40.63,4.09,32.62,2,,,,,,
AMBON17-078,ML5.5,20170819,71.147,-164.486,29.78,4.52,32.53,3,1.94,1.51,0.95,1.44,7,
AMBON17-078,ML5.5,20170819,71.147,-164.486,29.27,4.5,32.54,4,,,,,,
AMBON17-078,ML5.5,20170819,71.147,-164.486,19.84,5.98,31.92,5,0.76,0.2,0.49,0.13,1.78,
AMBON17-078,ML5.5,20170819,71.147,-164.486,20.09,5.98,31.92,6,,,,,,
AMBON17-078,ML5.5,20170819,71.147,-164.486,9.49,6.13,31.93,7,0.52,0.29,0.47,0.41,1.82,
AMBON17-078,ML5.5,20170819,71.147,-164.486,9.36,6.13,31.93,8,,,,,,
AMBON17-078,ML5.5,20170819,71.147,-164.486,3.69,6.13,31.93,9,0.68,0.16,0.46,0.27,1.78,-1.7
AMBON17-078,ML5.5,20170819,71.147,-164.486,3.58,6.14,31.93,10,,,,,,
AMBON17-079,ML5.4,20170820,71.022,-164.877,33.61,3.87,32.38,1,0.84,2.27,1.26,1.6,14.97,-1.3
AMBON17-079,ML5.4,20170820,71.022,-164.877,33.68,3.86,32.38,2,,,,,,
AMBON17-079,ML5.4,20170820,71.023,-164.877,30.64,3.94,32.37,3,0.93,2.12,1.14,1.38,11.77,
AMBON17-079,ML5.4,20170820,71.023,-164.877,30.38,3.97,32.37,4,,,,,,
AMBON17-079,ML5.4,20170820,71.023,-164.877,20.12,7.07,31.95,5,1.44,0.25,0.43,0.11,1.78,
AMBON17-079,ML5.4,20170820,71.023,-164.877,20.05,7.07,31.96,6,,,,,,
AMBON17-079,ML5.4,20170820,71.023,-164.877,10.04,7.14,31.95,7,1.29,0.28,0.39,0.14,1.78,
AMBON17-079,ML5.4,20170820,71.023,-164.877,10.05,7.14,31.95,8,,,,,,
AMBON17-079,ML5.4,20170820,71.023,-164.877,5.26,7.15,31.95,9,0.6,0.29,0.37,0.09,1.78,-1.36
AMBON17-079,ML5.4,20170820,71.023,-164.877,5.29,7.15,31.95,10,,,,,,
AMBON17-081,ML5.2,20170820,70.772,-165.627,39,4,32.46,1,0.46,3.63,1.39,2.8,16.31,-1.12
AMBON17-081,ML5.2,20170820,70.772,-165.627,38.81,4.01,32.39,2,,,,,,
AMBON17-081,ML5.2,20170820,70.772,-165.627,29.02,5.41,32.13,3,1.12,1.09,0.9,0.62,8.97,
AMBON17-081,ML5.2,20170820,70.772,-165.627,29.42,5.46,32.13,4,,,,,,
AMBON17-081,ML5.2,20170820,70.772,-165.627,20.03,7.11,31.86,5,1.22,0.26,0.48,0.2,2.15,
AMBON17-081,ML5.2,20170820,70.772,-165.627,20.07,7.11,31.86,6,,,,,,
AMBON17-081,ML5.2,20170820,70.772,-165.627,10.59,7.25,31.82,7,1.15,0.2,0.45,0.09,2.04,
AMBON17-081,ML5.2,20170820,70.772,-165.627,10.44,7.25,31.82,8,,,,,,
AMBON17-081,ML5.2,20170820,70.772,-165.627,4.53,7.28,31.8,9,1.28,0.21,0.44,0.14,6.05,-1.41
AMBON17-081,ML5.2,20170820,70.772,-165.627,4.65,7.28,31.8,10,,,,,,
AMBON17-082,ML5.1,20170820,70.648,-165.995,39.64,4.39,32.19,1,0.4,3.64,1.37,1.77,18.97,-1.18
AMBON17-082,ML5.1,20170820,70.648,-165.995,39.45,4.39,32.19,2,,,,,,
AMBON17-082,ML5.1,20170820,70.648,-165.995,30.81,5.18,32.11,3,0.49,3.12,1.05,1.14,11.87,
AMBON17-082,ML5.1,20170820,70.648,-165.995,30.7,5.1,32.11,4,,,,,,
AMBON17-082,ML5.1,20170820,70.648,-165.995,20.14,7.67,31.83,5,1.36,0.25,0.47,0.63,1.78,
AMBON17-082,ML5.1,20170820,70.648,-165.995,20.18,7.67,31.83,6,,,,,,
AMBON17-082,ML5.1,20170820,70.648,-165.995,10.86,7.73,31.78,7,1.32,0.57,0.46,0.24,1.78,
AMBON17-082,ML5.1,20170820,70.648,-165.995,10.79,7.73,31.78,8,,,,,,
AMBON17-082,ML5.1,20170820,70.648,-165.995,4.11,7.73,31.79,9,1.5,0.61,0.47,0.14,1.78,-1.5
AMBON17-082,ML5.1,20170820,70.648,-165.995,4.19,7.73,31.79,10,,,,,,
AMBON17-083,BBL1,20170820,69.344,-163.509,13.3,8.92,30.09,1,1.9,0.21,0.66,0.19,8.94,
AMBON17-083,BBL1,20170820,69.344,-163.509,13.2,9.14,30.04,2,,,,,,
AMBON17-083,BBL1,20170820,69.344,-163.509,10.03,9.29,30.03,3,1.39,0.16,0.67,0.18,7.8,
AMBON17-083,BBL1,20170820,69.344,-163.509,10.24,9.29,30.03,4,,,,,,
AMBON17-083,BBL1,20170820,69.344,-163.51,5.02,9.86,29.81,5,0.94,0.41,0.62,0.46,10.56,
AMBON17-083,BBL1,20170820,69.344,-163.51,4.98,9.86,29.81,6,,,,,,
AMBON17-084,BBL2,20170821,69.45,-163.921,20.84,7.77,30.52,1,3.57,0.49,0.8,0.62,14.87,
AMBON17-084,BBL2,20170821,69.45,-163.921,20.96,7.77,30.52,2,,,,,,
AMBON17-084,BBL2,20170821,69.45,-163.921,15.87,7.77,30.52,3,,,,,,
AMBON17-084,BBL2,20170821,69.45,-163.921,15.82,7.78,30.52,4,,,,,,
AMBON17-084,BBL2,20170821,69.45,-163.921,9.84,8.08,30.41,5,3.87,0.19,0.71,0.2,12.31,
AMBON17-084,BBL2,20170821,69.45,-163.921,9.89,8.07,30.41,6,,,,,,
AMBON17-084,BBL2,20170821,69.45,-163.921,4.91,8.55,30.31,7,2.03,0.26,0.69,0.3,11.59,
AMBON17-084,BBL2,20170821,69.45,-163.921,4.96,8.55,30.31,8,,,,,,
AMBON17-085,BBL3,20170821,69.549,-164.422,23.92,7.51,30.89,1,1.45,3.64,1.15,1.09,23.21,
AMBON17-085,BBL3,20170821,69.549,-164.422,23.84,7.51,30.89,2,,,,,,
AMBON17-085,BBL3,20170821,69.549,-164.421,19.83,8.13,30.83,3,,,,,,
AMBON17-085,BBL3,20170821,69.549,-164.421,19.92,8.01,30.87,4,,,,,,
AMBON17-085,BBL3,20170821,69.549,-164.421,9.9,8.49,30.61,5,2.34,0.27,0.47,0.14,8.25,
AMBON17-085,BBL3,20170821,69.549,-164.421,9.91,8.47,30.61,6,,,,,,
AMBON17-085,BBL3,20170821,69.549,-164.421,5.2,8.68,30.6,7,1.74,0.42,0.53,0.08,6.23,
AMBON17-085,BBL3,20170821,69.549,-164.421,5.17,8.68,30.6,8,,,,,,
AMBON17-086,BBL4,20170821,69.641,-164.814,27.42,7.25,31.78,1,0.92,2.76,1.1,1.04,20.63,
AMBON17-086,BBL4,20170821,69.641,-164.813,27.03,7.26,31.77,2,,,,,,
AMBON17-086,BBL4,20170821,69.642,-164.813,21.67,8.73,30.88,3,,,,,,
AMBON17-086,BBL4,20170821,69.642,-164.813,21.82,8.73,30.88,4,,,,,,
AMBON17-086,BBL4,20170821,69.642,-164.813,19.79,8.74,30.83,5,3.3,0.34,0.53,0.23,3.88,
AMBON17-086,BBL4,20170821,69.642,-164.813,20.29,8.75,30.85,6,,,,,,
AMBON17-086,BBL4,20170821,69.642,-164.813,10.36,8.93,30.66,7,1,0.25,0.19,0.36,2.97,
AMBON17-086,BBL4,20170821,69.642,-164.813,10.43,8.93,30.66,8,,,,,,
AMBON17-086,BBL4,20170821,69.642,-164.813,4.11,8.93,30.66,9,1.26,1.11,0.52,0.52,2.98,
AMBON17-086,BBL4,20170821,69.642,-164.813,4.33,8.93,30.66,10,,,,,,
AMBON17-087,BBL5,20170821,69.734,-165.213,34.67,7.29,31.89,1,0.66,1.54,1.01,0.77,15.4,
AMBON17-087,BBL5,20170821,69.734,-165.213,34.02,7.3,31.89,2,,,,,,
AMBON17-087,BBL5,20170821,69.734,-165.213,30.48,7.3,31.89,3,0.89,1.62,0.92,0.78,12.83,
AMBON17-087,BBL5,20170821,69.734,-165.213,30.89,7.3,31.89,4,,,,,,
AMBON17-087,BBL5,20170821,69.735,-165.213,23.29,8.41,31.46,5,,,,,,
AMBON17-087,BBL5,20170821,69.735,-165.213,23.72,8.26,31.58,6,,,,,,
AMBON17-087,BBL5,20170821,69.735,-165.212,20.37,8.6,31.03,7,2.08,0.31,0.52,0.14,2.02,
AMBON17-087,BBL5,20170821,69.735,-165.212,20.03,8.66,30.98,8,,,,,,
AMBON17-087,BBL5,20170821,69.735,-165.212,9.63,9.15,30.82,9,1.5,0.73,0.52,0.12,1.89,
AMBON17-087,BBL5,20170821,69.735,-165.212,9.83,9.15,30.82,10,,,,,,
AMBON17-087,BBL5,20170821,69.736,-165.211,4.98,9.15,30.81,11,1.16,0.24,0.5,0.19,2.83,
AMBON17-087,BBL5,20170821,69.736,-165.211,5.23,9.15,30.81,12,,,,,,
AMBON17-088,BBL6,20170821,69.825,-165.631,35.81,5.86,32.11,1,0.53,2.74,1.06,0.93,13.32,
AMBON17-088,BBL6,20170821,69.825,-165.631,36.33,5.86,32.11,2,,,,,,
AMBON17-088,BBL6,20170821,69.825,-165.631,30.29,6.08,32.08,3,0.54,2.65,1.19,0.92,14.94,
AMBON17-088,BBL6,20170821,69.825,-165.631,30.13,6.1,32.08,4,,,,,,
AMBON17-088,BBL6,20170821,69.825,-165.63,21.46,8.3,31.48,5,3.67,1.17,0.44,0.61,1.78,
AMBON17-088,BBL6,20170821,69.825,-165.63,20.92,8.4,31.42,6,,,,,,
AMBON17-088,BBL6,20170821,69.826,-165.63,10.56,8.76,31.14,7,1.1,1.2,0.45,0.18,1.78,
AMBON17-088,BBL6,20170821,69.826,-165.63,9.91,8.76,31.13,8,,,,,,
AMBON17-088,BBL6,20170821,69.826,-165.63,5.4,8.88,31.02,9,1.16,4.81,0.56,0.52,1.78,
AMBON17-088,BBL6,20170821,69.826,-165.63,5.39,8.88,31.02,10,,,,,,
AMBON17-089,BBL7,20170821,69.917,-166.055,41.67,5.53,32.22,1,0.55,2.08,1.11,1.6,14.31,
AMBON17-089,BBL7,20170821,69.917,-166.055,41.99,5.54,32.22,2,,,,,,
AMBON17-089,BBL7,20170821,69.917,-166.056,29.15,5.72,32.2,3,0.44,3.39,1,2.41,11.28,
AMBON17-089,BBL7,20170821,69.917,-166.056,29.46,5.72,32.2,4,,,,,,
AMBON17-089,BBL7,20170821,69.917,-166.056,20.36,7.91,31.73,5,3.91,0.62,0.47,0.62,3.68,
AMBON17-089,BBL7,20170821,69.917,-166.056,20.47,7.88,31.74,6,,,,,,
AMBON17-089,BBL7,20170821,69.917,-166.056,10.44,8.43,31.29,7,1.2,0.23,0.43,0.72,3.82,
AMBON17-089,BBL7,20170821,69.917,-166.056,9.96,8.44,31.29,8,,,,,,
AMBON17-089,BBL7,20170821,69.917,-166.056,4.85,8.44,31.28,9,1.27,0.44,0.56,1.21,1.78,
AMBON17-089,BBL7,20170821,69.917,-166.056,4.48,8.44,31.28,10,,,,,,
AMBON17-090,BBL8,20170822,70.006,-166.473,42.74,5.42,32.26,1,0.44,1.83,1.15,2.11,14.56,
AMBON17-090,BBL8,20170822,70.006,-166.473,42.54,5.42,32.26,2,,,,,,
AMBON17-090,BBL8,20170822,70.006,-166.472,30.32,7.44,31.92,3,1.82,0.5,0.48,1.46,3.97,
AMBON17-090,BBL8,20170822,70.006,-166.472,30.95,7.36,31.96,4,,,,,,
AMBON17-090,BBL8,20170822,70.006,-166.472,20.25,7.69,31.82,5,2.45,0.43,0.51,1.46,4.17,
AMBON17-090,BBL8,20170822,70.006,-166.472,19.83,7.69,31.82,6,,,,,,
AMBON17-090,BBL8,20170822,70.006,-166.472,9.96,7.95,31.71,7,1.42,0.47,0.42,1.06,1.78,
AMBON17-090,BBL8,20170822,70.006,-166.472,9.75,7.97,31.7,8,,,,,,
AMBON17-090,BBL8,20170822,70.006,-166.472,5.28,8.13,31.61,9,1.4,0.28,0.35,0.48,1.78,
AMBON17-090,BBL8,20170822,70.006,-166.472,5.34,8.13,31.61,10,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,45.02,5.2,32.45,1,0.3,1.45,0.98,1.36,12.5,
AMBON17-091,BBL9,20170822,70.097,-166.909,41.08,5.21,32.45,2,0.26,1.41,1.01,1.1,12.74,
AMBON17-091,BBL9,20170822,70.097,-166.908,30.85,5.36,32.45,3,0.27,0.93,0.84,1.51,13.94,
AMBON17-091,BBL9,20170822,70.097,-166.909,27.23,6.3,32.37,4,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,25.14,6.54,32.34,5,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,23.37,6.66,32.33,6,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,21.65,6.84,32.29,7,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,20.34,6.98,32.22,8,2.04,0.56,0.29,0.51,2.88,
AMBON17-091,BBL9,20170822,70.097,-166.909,17.81,7.07,32.18,9,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,16.13,7.14,32.15,10,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,14.18,7.29,32.08,11,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,11.59,7.45,32,12,,,,,,
AMBON17-091,BBL9,20170822,70.097,-166.909,9.42,7.46,31.99,13,1.56,0.41,0.25,1.09,1.87,
AMBON17-091,BBL9,20170822,70.097,-166.908,4.78,7.46,31.99,14,,,,,,
AMBON17-092,BBL10,20170822,70.193,-167.364,47.31,3.89,32.76,1,0.68,4.39,1.52,6.69,12.93,
AMBON17-092,BBL10,20170822,70.193,-167.364,47.56,3.89,32.75,2,,,,,,
AMBON17-092,BBL10,20170822,70.193,-167.364,39,3.89,32.75,3,0.78,4.49,1.49,7.14,12.91,
AMBON17-092,BBL10,20170822,70.193,-167.364,39.41,3.89,32.75,4,,,,,,
AMBON17-092,BBL10,20170822,70.193,-167.364,29.23,6.43,32.46,5,0.66,1.06,0.49,0.64,1.78,
AMBON17-092,BBL10,20170822,70.193,-167.364,28.9,6.45,32.46,6,,,,,,
AMBON17-092,BBL10,20170822,70.192,-167.364,19.23,6.61,32.44,7,1,0.55,0.44,0.68,3.79,
AMBON17-092,BBL10,20170822,70.192,-167.364,19.08,6.61,32.44,8,,,,,,
AMBON17-092,BBL10,20170822,70.192,-167.364,9.66,6.66,32.41,9,1.99,0.43,0.42,0.41,4.72,
AMBON17-092,BBL10,20170822,70.193,-167.364,9.67,6.66,32.41,10,,,,,,
AMBON17-092,BBL10,20170822,70.193,-167.364,4.2,6.67,32.4,11,1.64,0.38,0.41,0.4,1.78,
AMBON17-092,BBL10,20170822,70.193,-167.364,4.42,6.67,32.4,12,,,,,,
AMBON17-093,BBL11,20170822,70.281,-167.815,45.74,1.68,32.5,1,0.93,3.25,1.41,3.84,13.18,
AMBON17-093,BBL11,20170822,70.281,-167.815,45.75,1.68,32.5,2,,,,,,
AMBON17-093,BBL11,20170822,70.281,-167.815,40.39,1.67,32.5,3,0.83,5.7,1.34,3.69,11.36,
AMBON17-093,BBL11,20170822,70.281,-167.815,40.76,1.67,32.5,4,,,,,,
AMBON17-093,BBL11,20170822,70.281,-167.815,30.4,1.55,32.36,5,1.4,2.39,1.04,2,8.98,
AMBON17-093,BBL11,20170822,70.281,-167.815,30.13,1.55,32.35,6,,,,,,
AMBON17-093,BBL11,20170822,70.281,-167.815,19.42,6.64,32.09,7,0.64,0.3,0.33,0.36,1.78,
AMBON17-093,BBL11,20170822,70.281,-167.815,19.39,6.64,32.09,8,,,,,,
AMBON17-093,BBL11,20170822,70.281,-167.815,8.75,6.64,32.05,9,0.88,0.51,0.32,0.47,1.93,
AMBON17-093,BBL11,20170822,70.281,-167.815,8.76,6.64,32.05,10,,,,,,
AMBON17-093,BBL11,20170822,70.281,-167.815,4.81,6.65,32.03,11,0.92,0.24,0.3,0.4,1.78,
AMBON17-093,BBL11,20170822,70.281,-167.815,5.07,6.65,32.03,12,,,,,,
AMBON17-094,BBL12,20170822,70.369,-168.281,43.71,1.49,32.32,1,1.76,3.34,1.27,2.29,17.54,
AMBON17-094,BBL12,20170822,70.369,-168.281,43.83,1.49,32.32,2,,,,,,
AMBON17-094,BBL12,20170822,70.369,-168.282,30.23,1.71,32.22,3,4.08,1.38,0.93,0.5,9.75,
AMBON17-094,BBL12,20170822,70.369,-168.282,30.64,1.7,32.22,4,,,,,,
AMBON17-094,BBL12,20170822,70.369,-168.282,20.95,6.75,32,5,0.88,1.97,0.27,0.31,1.78,
AMBON17-094,BBL12,20170822,70.369,-168.282,21.38,6.76,32.01,6,,,,,,
AMBON17-094,BBL12,20170822,70.368,-168.283,11.52,6.8,31.95,7,0.93,3.11,0.26,0.34,1.78,
AMBON17-094,BBL12,20170822,70.368,-168.283,11.08,6.8,31.95,8,,,,,,
AMBON17-094,BBL12,20170822,70.368,-168.283,6.02,6.81,31.95,9,0.73,3.24,0.26,1.32,5.99,
AMBON17-094,BBL12,20170822,70.368,-168.283,5.94,6.81,31.95,10,,,,,,
