"cruise","station.master","depth","O18","salinity","latitude","longitude","melt.bot","runoff.bot","Pac.bot","latitude.master","longitude.master"
"AMBON2015","CL0",23.033,-3.559755341,30.1892,68.899,-166.4228,0,0.129994236311239,0.870005763688761,68.9,-166.42
"AMBON2015","CL1",40.932,-1.388344925,31.7036,68.9482,-166.908,0.0345616713296488,0.0557739680167085,0.909664360653643,68.948,-166.9178
"AMBON2015","CL1.5",42.327,-1.292182181,32.063,69.0003,-167.4347,0.0276464200107024,0.0515347235063815,0.920818856482916,68.99983,-167.43533
"AMBON2015","CL2",29.761,-0.921819777,31.8721,69.0288,-167.9343,0.0546794254877563,0.0331193555482964,0.912201218963947,69.0298,-167.9342
"AMBON2015","CL2.5",42.655,-1.027659867,31.8244,69.0302,-168.4112,0.0504380790299188,0.0382464257573918,0.911315495212689,69.03017,-168.41167
"AMBON2015","CL3",42.273,-1.010822614,32.14,69.0335,-168.8928,0.0406182695624811,0.0378391678510615,0.921542562586458,69.0032,-168.8938
"AMBON2015","DBO3.1",27.477,-1.846519261,31.1927,68.2993,-166.9358,0.0265729927372491,0.0775651044082552,0.895861902854496,68.3,-166.935
"AMBON2015","DBO3.2",35.547,-1.416127854,31.719,68.2427,-167.1243,0.0324969944989857,0.0571568377199176,0.910346167781097,68.242,-167.122
"AMBON2015","DBO3.3",41.15,-0.446257022,31.9008,68.1862,-167.307,0.0800613666063928,0.00983619726754308,0.910102436126064,68.185,-167.308
"AMBON2015","DBO3.4",44.327,-0.77958842,32.0327,68.1248,-167.4978,0.0570911790585117,0.026357371841605,0.916551449099883,68.128,-167.495
"AMBON2015","DBO3.5",46.672,-1.008400652,32.2588,68.0115,-167.8657,0.0367047799236459,0.0378779036410396,0.925417316435315,68.013,-167.867
"AMBON2015","DBO3.6",54.013,-0.391172596,32.6036,67.897,-168.2368,0.0591689262795714,0.00806668481893839,0.93276438890149,67.898,-168.235
"AMBON2015","DBO3.7",31.281,-1.225913514,32.6897,67.7835,-168.6048,0.00996677485775445,0.0491158504860789,0.940917374656167,67.783,-168.602
"AMBON2015","DBO3.8",43.822,-0.570550086,32.7452,67.6672,-168.955,0.0444016996242993,0.0170509458655336,0.938547354510167,67.67,-168.96
"AMBON2015","ML1.1",11.195,-2.303886101,30.5858,70.0358,-162.7657,0.0218999701217195,0.0991893636098909,0.87891066626839,70.03814,-162.76819
"AMBON2015","ML1.10",37.471,-0.79094466,32.3572,71.1432,-166.0282,0.0454054027730302,0.0273444995639186,0.927250097663051,71.14407,-166.02798
"AMBON2015","ML1.11",37.772,-1.001971808,32.396,71.2663,-166.42,0.0323864643266298,0.0377445402066994,0.929868995466671,71.26598,-166.42171
"AMBON2015","ML1.12",38.332,-1.475921103,32.321,71.3862,-166.82,0.0086714817595005,0.0608871904894334,0.930441327751066,71.38705,-166.8204
"AMBON2015","ML1.13",42.403,-1.258648125,32.3792,71.5073,-167.2205,0.0187316487428719,0.0503094635041452,0.930958887752983,71.50726,-167.22409
"AMBON2015","ML1.2",17.809,-2.212536568,30.7448,70.1407,-163.051,0.0215459276558632,0.0949204616992796,0.883533610644857,70.14024,-163.04788
"AMBON2015","ML1.4",29.713,-1.60051347,31.2104,70.398,-163.765,0.0396056907672157,0.0655246482261234,0.894869661006661,70.39559,-163.76505
"AMBON2015","ML1.5",37.367,-1.37675575,31.6987,70.524,-164.1265,0.0353709957589893,0.0551991478443525,0.909429856396658,70.52219,-164.13038
"AMBON2015","ML1.6",40.484,-1.191189745,31.8781,70.6468,-164.5018,0.0395441797493731,0.046336993708768,0.914118826541859,70.64805,-164.50028
"AMBON2015","ML1.7",33.903,-1.202145546,31.8974,70.772,-164.878,0.0382793277539416,0.0468998454741786,0.91482082677188,70.77323,-164.87508
"AMBON2015","ML1.9",36.841,-1.076699924,32.3423,71.0203,-165.641,0.0300740437953453,0.041337949725732,0.928588006478923,71.02126,-165.63887
"AMBON2015","ML3.1",12.601,-1.631711911,31.7878,70.4958,-160.622,0.0182033172344776,0.0678201199107072,0.913976562854815,70.49558,-160.62168
"AMBON2015","ML3.10",36.331,-0.772231268,32.2115,71.617,-163.7655,0.0514069293810201,0.0262336388473396,0.92235943177164,71.6171,-163.76755
"AMBON2015","ML3.11",33.286,-1.015920955,32.1773,71.7453,-164.1662,0.0390647953955881,0.0381386392321454,0.922796565372267,71.74375,-164.15978
"AMBON2015","ML3.12",33.906,-1.270148575,32.1096,71.8712,-164.556,0.0272799649337892,0.0505159964418638,0.922204038624347,71.87068,-164.55625
"AMBON2015","ML3.13",35.577,-0.843968698,32.0849,71.9935,-164.9537,0.0517441163832406,0.0295837356494098,0.91867214796735,71.99457,-164.95438
"AMBON2015","ML3.14",40.11,-1.149707094,32.2274,72.12,-165.3588,0.0299422101787454,0.0447658255767295,0.925291964244525,72.119,-165.35955
"AMBON2015","ML3.2",21.735,-1.351419226,32.0101,70.5778,-160.8357,0.0261653912077696,0.0543695242052298,0.919465084587001,70.57807,-160.83855
"AMBON2015","ML3.3",34.948,-1.234630606,32.0229,70.7145,-161.1793,0.0322027074929317,0.0486592760797406,0.919138016427328,70.71065,-161.18623
"AMBON2015","ML3.5",40.711,-0.730703816,32.2336,70.9725,-161.9008,0.0529557522559622,0.024226467024264,0.922817780719774,70.97255,-161.90328
"AMBON2015","ML3.6",42.325,-0.816317846,32.2678,71.1038,-162.2552,0.0470450245895565,0.0284702520201907,0.924484723390253,71.10397,-162.25855
"AMBON2015","ML3.7",41.309,-0.335358239,32.2552,71.2328,-162.6355,0.0741332733362619,0.0048676803624427,0.920999046301295,71.23278,-162.63495
"AMBON2015","ML3.8",39.166,-1.0266008785,32.13155,71.36235,-163.005,0.0400316087344856,0.0386017179207866,0.921366673344728,71.36178,-163.00675
"AMBON2015","ML3.9",38.133,-1.059447678,32.2273,71.4878,-163.3925,0.0349485752654027,0.040339444938102,0.924711979796495,71.48882,-163.39212
"AMBON2015","ML4.1",22.901,-1.571298002,31.4112,70.8923,-159.3928,0.0343834374240852,0.064358169195406,0.901258393380509,70.89203,-159.39283
"AMBON2015","ML4.10",27.636,-1.523537155,32.0604,71.9795,-162.5413,0.0149113121120394,0.0628767353936713,0.922211952494289,71.9799,-162.54103
"AMBON2015","ML4.11",34.817,-0.79382208,32.2085,72.109,-162.9238,0.0503123952909606,0.0272884571921473,0.922399147516892,72.10862,-162.92485
"AMBON2015","ML4.12",35.227,-1.227709871,32.1605,72.2387,-163.3172,0.0278980280119165,0.0485023210384486,0.923599650949635,72.2372,-163.31918
"AMBON2015","ML4.13",39.669,-0.953767809,32.3325,72.3645,-163.7218,0.0372219095374023,0.0352964662017795,0.927481624260818,72.36473,-163.72418
"AMBON2015","ML4.14",43.753,-0.870183264,32.478,72.4965,-164.1027,0.0368974342111401,0.031390454458732,0.931712111330128,72.49573,-164.10748
"AMBON2015","ML4.2",40.888,-1.054156914,32.0846,70.9322,-159.504,0.0401038881270866,0.0398907963832404,0.920005315489673,70.93133,-159.50782
"AMBON2015","ML4.3",51.325,-1.135420966,32.4656,71.0633,-159.8815,0.0226181564458572,0.0443810546718208,0.933000788882322,71.06233,-159.89112
"AMBON2015","ML4.5",45.039,-1.100864119,32.4566,71.3237,-160.6557,0.0248402425933262,0.0426744827776624,0.932485274629011,71.32433,-160.65772
"AMBON2015","ML4.6",42.634,-1.081546415,32.4502,71.4545,-161.0375,0.02612905675367,0.0417186731314793,0.932152270114851,71.45533,-161.04102
"AMBON2015","ML4.7",42.55,-1.01987268,32.3297,71.588,-161.4005,0.0336532067217226,0.0385344828139227,0.927812310464355,71.58868,-161.40358
"AMBON2015","ML4.8",37.726,-1.234865582,32.15325,71.72015,-161.77725,0.0277484174953278,0.0488436191035573,0.923407963401115,71.72018,-161.78042
"AMBON2015","ML4.9",36.285,-1.046262339,32.1372,71.8508,-162.1582,0.0387492945013818,0.0395733907437343,0.921677314754884,71.84975,-162.16157
"AMBON2015","ML5.1",36.943,-1.608909504,31.7741,70.648,-165.9955,0.0199340082922544,0.0666837448250084,0.913382246882737,70.64629,-165.99784
"AMBON2015","ML5.10",34.76,-0.863826741,32.1942,71.6028,-162.2022,0.0469193586366468,0.0307024694482693,0.922378171915084,71.60334,-162.1984
"AMBON2015","ML5.2",35.433,-1.317027865,31.8733,70.7718,-165.6275,0.0327326870669138,0.0525016284451224,0.914765684487964,70.772,-165.62717
"AMBON2015","ML5.3",35.9165,-0.963430257,32.0974,70.897,-165.25325,0.0446966248935355,0.0354586056417424,0.919844769464722,70.89794,-165.2529
"AMBON2015","ML5.4",27.408,-1.305150549,31.95,71.0225,-164.8767,0.0307777198372284,0.0520208645820488,0.917201415580723,71.02267,-164.87567
"AMBON2015","ML5.5",36.489,-1.141199711,31.9107,71.1468,-164.4862,0.0412043177296617,0.0439287448328355,0.914866937437503,71.14597,-164.48551
"AMBON2015","ML5.6",36.133,-1.463200272,31.898,71.1182,-163.8055,0.0237889726715973,0.0597025515556762,0.916508475772726,71.11936,-163.80133
"AMBON2015","ML5.7",36.435,-1.10162045,32.083,71.2412,-163.4035,0.03752756319186,0.0422162481270866,0.920256188681054,71.24099,-163.4026
"AMBON2015","ML5.9",35.05,-0.236087913,32.1618,71.4828,-162.6043,0.0828180045986615,-0.000124286489305625,0.917306281890644,71.48318,-162.60624
"AMBON2015","ML6.1",29.686,-2.989291572,31.0265,70.087,-163.9603,0,0.105864553314121,0.894135446685879,70.08647,-163.96028
"AMBON2015","ML6.10",49.859,-0.820714744,32.471,71.1928,-160.2695,0.0398779106164243,0.0289552779272559,0.93116681145632,71.19333,-160.27442
"AMBON2015","ML6.11",31.274,-1.102894867,32.214,71.3612,-159.6925,0.0329935116769166,0.0424524262685494,0.924554062054534,71.36062,-159.69313
"AMBON2015","ML6.2",26.977,-2.2029289115,30.836,70.2676,-163.40685,0.018971114436928,0.0945702244030638,0.886458661160008,70.26827,-163.40424
"AMBON2015","ML6.3",28.85,-1.936935045,30.9203,70.3893,-163.022,0.0308425393966743,0.0816378686029424,0.887519592000383,70.38871,-163.02211
"AMBON2015","ML6.4",32.128,-2.561800402,31.0912,70.5093,-162.6438,0,0.104,0.896,70.50914,-162.63998
"AMBON2015","ML6.5",31.722,-1.512133266,31.2816,70.6265,-162.2487,0.042078570787023,0.0612849532230085,0.896636475989968,70.62716,-162.25709
"AMBON2015","ML6.6",34.668,-1.426415219,31.4466,70.7257,-161.9403,0.0412079515369871,0.0573001696776512,0.901491878785362,70.72474,-161.94051
"AMBON2015","ML6.7",40.033,-1.738655534,31.6685,70.8435,-161.5382,0.0163403478590483,0.07290637811894,0.910753274022012,70.8424,-161.54297
"AMBON2015","ML6.8",36.312,-1.28003924,31.5731,70.9595,-161.1378,0.0450112859958789,0.0502897267990352,0.904698987205086,70.95918,-161.1402
"AMBON2015","ML6.9",47.394,-0.859162436,32.1497,71.0753,-160.7348,0.0486940920895165,0.0304147369697938,0.92089117094069,71.07506,-160.73293
"AMBON2017","CL0",27.006,-2.44,31.0553,68.89962,-166.42598,0,0.105034582132565,0.894965417867435,68.9,-166.42
"AMBON2017","CL1",43.177,-1.4,31.8719,68.94854,-166.90667,0.0281813539287255,0.0565686580515311,0.915249988019743,68.948,-166.9178
"AMBON2017","CL2",45.858,-1.11,32.2199,69.02876,-167.9342,0.0323986598086354,0.0428086784978356,0.924792661693529,69.0298,-167.9342
"AMBON2017","CL3",48.797,-1.16,32.3296,69.03348,-168.8928,0.025889545229462,0.0454060795808507,0.928704375189687,69.0032,-168.8938
"AMBON2017","DBO3.1",31.754,-1.71,31.0125,68.2996,-166.93871,0.0402798188585213,0.0706313994537003,0.889088781687778,68.3,-166.935
"AMBON2017","DBO3.2",40.101,-1.39,31.4736,68.2436,-167.12538,0.0423064581569574,0.0555501940801559,0.902143347762887,68.242,-167.122
"AMBON2017","DBO3.3",45.152,-1.16,31.847,68.18608,-167.30599,0.0423326198424996,0.0447662412344456,0.912901138923055,68.185,-167.308
"AMBON2017","DBO3.4",48.143,-1.17,32.0534,68.12426,-167.49794,0.034745903550948,0.0455302812964235,0.919723815152629,68.128,-167.495
"AMBON2017","DBO3.5",48.571,-1.05,32.2431,68.01186,-167.86674,0.0349339121128382,0.0398970864016101,0.925169001485552,68.013,-167.867
"AMBON2017","DBO3.6",53.54,-1.06,32.5158,67.897,-168.23678,0.0250882321933455,0.0407490280018529,0.934162739804801,67.898,-168.235
"AMBON2017","DBO3.7",46.631,-1.03,32.7585,67.78353,-168.60472,0.0184818539047651,0.0395996278133636,0.941918518281871,67.783,-168.602
"AMBON2017","DBO3.8",49.273,-1.11,32.6334,67.66694,-168.95538,0.0183099500023961,0.0433569030238168,0.938333146973787,67.67,-168.96
"AMBON2017","ML1.1",12.32,-2.42,30.0654,70.03714,-162.76498,0.0331949235659634,0.104193540245675,0.862611536188362,70.03814,-162.76819
"AMBON2017","ML1.10",39.086,-0.9,32.5912,71.14158,-166.03344,0.0313877993067426,0.0330027251090203,0.935609475584237,71.14407,-166.02798
"AMBON2017","ML1.11",42.273,-0.96,32.5954,71.26638,-166.42041,0.0279189783237227,0.0359506445378017,0.936130377138476,71.26598,-166.42171
"AMBON2017","ML1.12",44.051,-0.9,32.6623,71.38642,-166.81979,0.0289652908007604,0.0330969905595579,0.937937718639682,71.38705,-166.8204
"AMBON2017","ML1.13",46.078,-0.86,32.6673,71.50746,-167.21934,0.0310120776959572,0.0311420522978132,0.93784587000623,71.50726,-167.22409
"AMBON2017","ML1.2",20.116,-1.92,31.111,70.14238,-163.0506,0.0252837244221524,0.0810602207561938,0.893656054821654,70.14024,-163.04788
"AMBON2017","ML1.4",34.055,-1.39,32.0906,70.39794,-163.76488,0.021284126958772,0.0563682219701931,0.922347651071035,70.39559,-163.76505
"AMBON2017","ML1.5",41.727,-1.16,32.4007,70.52412,-164.12553,0.0234670367234798,0.0455003450313883,0.931032618245132,70.52219,-164.13038
"AMBON2017","ML1.6",44.484,-1.04,32.6416,70.64666,-164.50142,0.021910566586266,0.0399350318674824,0.938154401546252,70.64805,-164.50028
"AMBON2017","ML1.7",37.406,-1.1,32.6088,70.77153,-164.88254,0.0197024040381452,0.0428338961391627,0.937463699822692,70.77323,-164.87508
"AMBON2017","ML1.9",40.14,-1,32.5775,71.0203,-165.64268,0.026311718288261,0.0378884797853138,0.935799801926425,71.02126,-165.63887
"AMBON2017","ML3.1",14.887,-1.92,30.8636,70.49607,-160.62121,0.0337131000111816,0.0807322141111448,0.885554685877674,70.49558,-160.62168
"AMBON2017","ML3.10",38.673,-1.3,32.3267,71.617,-163.76572,0.018228342092232,0.0522677203967861,0.929503937510982,71.6171,-163.76755
"AMBON2017","ML3.12",36.193,-1.08,32.6382,71.86978,-164.55542,0.0198092647317223,0.0418920914333179,0.93829864383496,71.87068,-164.55625
"AMBON2017","ML3.13",35.494,-1.39,32.6811,71.99274,-164.9507,0.00116469977477124,0.0571511157612255,0.941684184464003,71.99457,-164.95438
"AMBON2017","ML3.14",39.8,-1.08,32.6528,72.12083,-165.35805,0.0193118157276809,0.041911448333147,0.938776735939172,72.119,-165.35955
"AMBON2017","ML3.2",26.148,-1.33,32.0994,70.578,-160.83332,0.0243100138970976,0.05343753813715,0.922252447965752,70.57807,-160.83855
"AMBON2017","ML3.3",40.238,-1.38,32.2738,70.7143,-161.17867,0.0155964506493299,0.0561207194543392,0.928282829896331,70.71065,-161.18623
"AMBON2017","ML3.5",42.465,-1.55,32.1369,70.9724,-161.90108,0.0108380157500441,0.0642758765554367,0.924886107694519,70.97255,-161.90328
"AMBON2017","ML3.6",43.068,-1.85,32.0929,71.10418,-162.25284,0,0.0751325648414986,0.924867435158501,71.10397,-162.25855
"AMBON2017","ML3.7",43.09,-1.38,32.2655,71.23384,-162.62866,0.0158792470009424,0.0561097151893679,0.92801103780969,71.23278,-162.63495
"AMBON2017","ML3.8",40.845,-1.42,32.2507,71.36184,-163.00265,0.0141663642317461,0.0580516604635561,0.927781975304698,71.36178,-163.00675
"AMBON2017","ML3.9",38.434,-1.53,32.2407,71.49182,-163.38376,0.00840993083398578,0.0634327124898168,0.928157356676197,71.48882,-163.39212
"AMBON2017","ML4.1",26.731,-2.15,30.5196,70.89181,-159.39683,0.0326852259476383,0.0915551459195246,0.875759628132837,70.89203,-159.39283
"AMBON2017","ML4.10",29.821,-1.99,31.654,71.9807,-162.54394,0.00290270434324242,0.0852128811718288,0.911884414484929,71.9799,-162.54103
"AMBON2017","ML4.11",34.516,-1.36,32.3984,72.10988,-162.92306,0.0124596712617606,0.0553051323419005,0.932235196396339,72.10862,-162.92485
"AMBON2017","ML4.12",34.332,-1.07,32.6519,72.2389,-163.31891,0.0198967669281026,0.0414198632653387,0.938683369806559,72.2372,-163.31918
"AMBON2017","ML4.13",40.582,-1.01,32.5872,72.36434,-163.72254,0.0254269348114308,0.0383917320256218,0.936181333162947,72.36473,-163.72418
"AMBON2017","ML4.14",45.794,-1.14,32.5275,72.49686,-164.10306,0.0202552992668083,0.0446876747120745,0.935057026021117,72.49573,-164.10748
"AMBON2017","ML4.2",41.153,-1.49,31.6199,70.9326,-159.50394,0.0317788812037762,0.0606480791655352,0.907573039630689,70.93133,-159.50782
"AMBON2017","ML4.3",52.489,-1.18,32.6018,71.06272,-159.88312,0.0155066146989763,0.0467477501078223,0.937745635193201,71.06233,-159.89112
"AMBON2017","ML4.5",44.679,-1.59,32.1573,71.3234,-160.65781,0.00792580387521375,0.0662644905196237,0.925809705605163,71.32433,-160.65772
"AMBON2017","ML4.6",41.864,-1.57,32.2267,71.45456,-161.03799,0.00666979058511577,0.0653757184160504,0.927954490998834,71.45533,-161.04102
"AMBON2017","ML4.7",42.69,-1.42,32.2977,71.58786,-161.40288,0.0125649873009282,0.058113973771225,0.929321038927847,71.58868,-161.40358
"AMBON2017","ML4.8",41.919,-1.62,32.1218,71.71932,-161.77368,0.00747249492835813,0.0676885995878792,0.924838905483763,71.72018,-161.78042
"AMBON2017","ML4.9",37.15,-1.75,31.904,71.85028,-162.16002,0.00768761880421074,0.073774930913854,0.918537450281935,71.84975,-162.16157
"AMBON2017","ML5.1",39.642,-1.18,32.2938,70.64794,-165.99512,0.026000744373273,0.0463393990703321,0.927659856556395,70.64629,-165.99784
"AMBON2017","ML5.10",41.117,-1.55,32.2429,71.60314,-162.20442,0.00722639969330555,0.064416412951456,0.928357187355239,71.60334,-162.1984
"AMBON2017","ML5.2",38.999,-1.12,32.4657,70.77188,-165.62738,0.0234695126431642,0.0436249556730508,0.932905531683785,70.772,-165.62717
"AMBON2017","ML5.3",38.698,-1.17,32.4448,70.89728,-165.25212,0.0214101816206892,0.0460492053096497,0.932540613069661,70.89794,-165.2529
"AMBON2017","ML5.4",33.605,-1.3,32.3836,71.02243,-164.8768,0.0162896538504545,0.0523431592735172,0.931367186876028,71.02267,-164.87567
"AMBON2017","ML5.5",40.221,-1.29,32.6236,71.14672,-164.4855,0.00866669648419402,0.0521709630528888,0.939162340462917,71.14597,-164.48551
"AMBON2017","ML5.6",40.738,-1.03,32.4917,71.11844,-163.80356,0.0275722233758766,0.039245900356213,0.93318187626791,71.11936,-163.80133
"AMBON2017","ML5.7",40.761,-1.02,32.4541,71.2412,-163.4045,0.0294076114563202,0.0387056578758206,0.931886730667859,71.24099,-163.4026
"AMBON2017","ML5.9",41.664,-1.64,32.1898,71.48278,-162.60448,0.00404703608453284,0.0687595386802549,0.927193425235212,71.48318,-162.60624
"AMBON2017","ML6.1",28.458,-1.76,31.271,70.08718,-163.96024,0.028700813060077,0.0734260818171653,0.897873105122758,70.08647,-163.96028
"AMBON2017","ML6.10",48.898,-1.5,32.304,71.1938,-160.27036,0.00791604236218713,0.0620454610801399,0.930038496557673,71.19333,-160.27442
"AMBON2017","ML6.11",46.739,-1.47,32.3213,71.36094,-159.69385,0.00898945897161483,0.0605972221778509,0.930413318850534,71.36062,-159.69313
"AMBON2017","ML6.2",27.56,-1.63,31.4581,70.267085,-163.407305,0.029531694966695,0.0672990479689472,0.903169257064358,70.26827,-163.40424
"AMBON2017","ML6.3",27.515,-1.8,31.3271,70.38926,-163.0238,0.0245722361548169,0.0754620273788796,0.899965736466304,70.38871,-163.02211
"AMBON2017","ML6.4",29.207,-1.68,31.3778,70.50918,-162.64199,0.0294962318099772,0.0696445441911729,0.90085922399885,70.50914,-162.63998
"AMBON2017","ML6.5",35.462,-1.63,31.5357,70.62648,-162.24516,0.0268877194383657,0.0674019312173538,0.905710349344281,70.62716,-162.25709
"AMBON2017","ML6.6",39.233,-1.64,31.784,70.72576,-161.93728,0.0178733926489147,0.068221522930211,0.913905084420874,70.72474,-161.94051
"AMBON2017","ML6.7",42.6635,-1.335,32.211,70.84367,-161.53746,0.0202304522147502,0.0538306950146159,0.925938852770634,70.8424,-161.54297
"AMBON2017","ML6.8",41.608,-1.02,32.6693,70.96026,-161.13337,0.0220753494241491,0.0389909732760411,0.93893367729981,70.95918,-161.1402
"AMBON2017","ML6.9",50.311,-1.1,32.6232,71.07506,-160.73716,0.0192117694040224,0.0428529878759804,0.937935242719997,71.07506,-160.73293
