"cruise","station.master","depth","O18","salinity","latitude","longitude","melt.sfc","runoff.sfc","Pac.sfc","latitude.master","longitude.master"
"AMBON2015","CL0",5.218,-3.334067539,30.0745,68.899,-166.4228,0,0.133299711815562,0.866700288184438,68.9,-166.42
"AMBON2015","CL1",4.312,-3.198973976,30.1178,68.9482,-166.908,0,0.132051873198847,0.867948126801153,68.948,-166.9178
"AMBON2015","CL1.5",4.473,-2.548502597,30.738,69.0003,-167.4347,0.00315547159736762,0.111386945877833,0.885457582524799,68.99983,-167.43533
"AMBON2015","CL2",5.568,-2.014886274,31.1475,69.0288,-167.9343,0.0187806835011102,0.0857617584010351,0.895457558097855,69.0298,-167.9342
"AMBON2015","CL2.5",5.177,-1.52505289,31.2009,69.0302,-168.4112,0.0441120516860215,0.0618115277590531,0.894076420554925,69.03017,-168.41167
"AMBON2015","CL3",4.958,-1.030506205,31.7654,69.0335,-168.8928,0.0522905494728688,0.038307784760315,0.909401665766816,69.0032,-168.8938
"AMBON2015","DBO3.1",5.261,-2.67653951,30.0668,68.2993,-166.9358,0.0189275833474435,0.116775884473588,0.864296532178969,68.3,-166.935
"AMBON2015","DBO3.2",3.692,-1.32317531,31.495,68.2427,-167.1243,0.0452813231682188,0.0523015382920947,0.902417138539687,68.242,-167.122
"AMBON2015","DBO3.3",5.434,-0.999926125,31.7788,68.1862,-167.307,0.0535289993490728,0.0368259285297829,0.909645072121144,68.185,-167.308
"AMBON2015","DBO3.4",2.531,-1.235800462,31.9439,68.1248,-167.4978,0.0348295400677285,0.0486119054732201,0.916558554459051,68.128,-167.495
"AMBON2015","DBO3.5",4.454,-1.251337095,31.7482,68.0115,-167.8657,0.0406362263845184,0.049114347262112,0.91024942635337,68.013,-167.867
"AMBON2015","DBO3.6",4.081,-0.152473416,32.4114,67.897,-168.2368,0.0789483099289172,-0.00389374970656359,0.924945439777646,67.898,-168.235
"AMBON2015","DBO3.7",4.831,-1.136930979,32.6858,67.7835,-168.6048,0.0150318371782503,0.0447470489518074,0.940221113869942,67.783,-168.602
"AMBON2015","DBO3.8",5.038,-1.213193399,32.6484,67.6672,-168.955,0.0120790010937176,0.0484373102715525,0.93948368863473,67.67,-168.96
"AMBON2015","ML1.1",4.16,-2.657458112,29.8026,70.0358,-162.7657,0.0289870222091593,0.115489867959044,0.855523109831797,70.03814,-162.76819
"AMBON2015","ML1.10",5.004,-1.094737745,31.9133,71.1432,-166.0282,0.0436910551387315,0.0416537350789898,0.914655209782279,71.14407,-166.02798
"AMBON2015","ML1.11",5.159,-1.140745281,31.8856,71.2663,-166.42,0.0420847095974635,0.043873181998786,0.914042108403751,71.26598,-166.42171
"AMBON2015","ML1.12",3.893,-1.255354558,31.7977,71.3862,-166.82,0.0387269872648277,0.049376988212386,0.911896024522786,71.38705,-166.8204
"AMBON2015","ML1.13",5.333,-1.532560202,31.7354,71.5073,-167.2205,0.0254845278830089,0.0628883283571075,0.911627143759884,71.50726,-167.22409
"AMBON2015","ML1.2",4.531,-2.42878564,30.6812,70.1407,-163.051,0.0117265023912593,0.105440817769116,0.882832679839624,70.14024,-163.04788
"AMBON2015","ML1.4",4.91,-1.88572265,30.9637,70.398,-163.765,0.032202455225788,0.0791839949443317,0.88861354982988,70.39559,-163.76505
"AMBON2015","ML1.5",4.988,-1.246258855,31.6826,70.524,-164.1265,0.0431528197234957,0.048778341051547,0.908068839224957,70.52219,-164.13038
"AMBON2015","ML1.6",4.402,-1.090044839,31.8645,70.6468,-164.5018,0.0456138828597672,0.041358899026085,0.913027218114148,70.64805,-164.50028
"AMBON2015","ML1.7",4.826,-0.440922192,31.8987,70.772,-164.878,0.080428619934508,0.00957179734900884,0.909999582716483,70.77323,-164.87508
"AMBON2015","ML1.9",4.846,-1.393616078,31.9086,71.0203,-165.641,0.0272847692497165,0.0563042531421817,0.916410977608102,71.02126,-165.63887
"AMBON2015","ML3.1",5.059,-1.304703778,31.494,70.4958,-160.622,0.0463392471661104,0.0513943836311359,0.902266369202754,70.49558,-160.62168
"AMBON2015","ML3.10",4.164,-1.18979684,30.0313,71.617,-163.7655,0.102545278424357,0.0438201715381052,0.853634550037538,71.6171,-163.76755
"AMBON2015","ML3.11",4.844,-1.134472695,30.765,71.7453,-164.1662,0.0806133052465538,0.0420798711507436,0.877306823602703,71.74375,-164.15978
"AMBON2015","ML3.12",4.774,-1.350500309,31.3801,71.8712,-164.556,0.0476815907827102,0.0534891977801383,0.898829211437152,71.87068,-164.55625
"AMBON2015","ML3.13",5.006,-1.434098731,31.1054,71.9935,-164.9537,0.0524073798928167,0.0572245947345974,0.890368025372586,71.99457,-164.95438
"AMBON2015","ML3.14",5.45,-1.454292393,31.4223,72.12,-165.3588,0.0404907032616649,0.0586350262209479,0.900874270517387,72.119,-165.35955
"AMBON2015","ML3.2",4.709,-2.577699726,30.8065,70.5778,-160.8357,0,0.112204610951009,0.887795389048991,70.57807,-160.83855
"AMBON2015","ML3.3",4.96,-1.930982748,30.8045,70.7145,-161.1793,0.0351179873878249,0.0811924434349792,0.883689569177196,70.71065,-161.18623
"AMBON2015","ML3.5",5.272,-1.272209291,30.8795,70.9725,-161.9008,0.0690775244034632,0.0489861671704232,0.881936308426114,70.97255,-161.90328
"AMBON2015","ML3.6",4.576,-1.586701434,30.7731,71.1038,-162.2552,0.0552708931524049,0.0642675383349041,0.880461568512691,71.10397,-162.25855
"AMBON2015","ML3.7",4.995,-0.907622473,30.2478,71.2328,-162.6355,0.110809268225005,0.0302696099565516,0.858921121818443,71.23278,-162.63495
"AMBON2015","ML3.8",5.128,-1.187915159,30.4053,71.36235,-163.005,0.0899067057212914,0.0442237502696357,0.865869544009073,71.36178,-163.00675
"AMBON2015","ML3.9",4.807,-1.269667192,30.6702,71.4878,-163.3925,0.0763496676478763,0.0485840116198904,0.875066320732233,71.48882,-163.39212
"AMBON2015","ML4.1",3.473,-1.757188243,30.8933,70.8923,-159.3928,0.0417256025556284,0.0727874352029456,0.885486962241426,70.89203,-159.39283
"AMBON2015","ML4.10",5.485,-1.662063713,27.2871,71.9795,-162.5413,0.169868131174065,0.0633414516702075,0.766790417155727,71.9799,-162.54103
"AMBON2015","ML4.11",4.302,-0.942215242,26.9316,72.109,-162.9238,0.221880905232337,0.0275693432094308,0.750549751558232,72.10862,-162.92485
"AMBON2015","ML4.12",5.194,-1.621651053,31.2778,72.2387,-163.3172,0.0361376203391212,0.066650577970864,0.897211801690015,72.2372,-163.31918
"AMBON2015","ML4.13",5.169,-1.525331364,31.348,72.3645,-163.7218,0.0390846471721804,0.0620202112914717,0.898895141536348,72.36473,-163.72418
"AMBON2015","ML4.14",5.293,-1.438925639,30.989,72.4965,-164.1027,0.0561057941739214,0.0573069774887785,0.8865872283373,72.49573,-164.10748
"AMBON2015","ML4.2",5.633,-2.019240069,30.5769,70.9322,-159.504,0.0379807558834242,0.0852187548812357,0.87680048923534,70.93133,-159.50782
"AMBON2015","ML4.3",4.867,-1.868759931,30.6672,71.0633,-159.8815,0.0432449793049854,0.0779590528915547,0.87879596780346,71.06233,-159.89112
"AMBON2015","ML4.5",5.024,-1.366892116,28.263,71.3237,-160.6557,0.152978377353801,0.0501603404967813,0.796861282149418,71.32433,-160.65772
"AMBON2015","ML4.6",5.186,-1.425391313,28.8779,71.4545,-161.0375,0.128785065314602,0.0538443370271393,0.817370597658259,71.45533,-161.04102
"AMBON2015","ML4.7",5.459,-1.34259686,27.8994,71.588,-161.4005,0.166713555193841,0.0484868546267751,0.784799590179384,71.58868,-161.40358
"AMBON2015","ML4.8",5.01,-1.5100383295,28.67155,71.72015,-161.77725,0.131123921323818,0.0577217756587544,0.811154303017427,71.72018,-161.78042
"AMBON2015","ML4.9",4.671,-0.721729929,26.8182,71.8508,-162.1582,0.237965857009568,0.0166065760751082,0.745427566915324,71.84975,-162.16157
"AMBON2015","ML5.1",4.606,-1.346618766,31.7755,70.648,-165.9955,0.0344247301563823,0.0538230773544399,0.911752192489178,70.64629,-165.99784
"AMBON2015","ML5.10",6.106,-1.104703268,30.7775,71.6028,-162.2022,0.0818374863830808,0.040636575447822,0.877525938169097,71.60334,-162.1984
"AMBON2015","ML5.2",4.587,-1.286003496,31.8734,70.7718,-165.6275,0.0344489188837596,0.0509803513045701,0.91457072981167,70.772,-165.62717
"AMBON2015","ML5.3",5.3085,-0.934428103,31.8918,70.897,-165.25325,0.0533093475167325,0.0337637761163203,0.912926876366947,70.89794,-165.2529
"AMBON2015","ML5.4",4.814,-1.076478077,31.9346,71.0225,-164.8767,0.0439774335544623,0.0407865357313547,0.915236030714183,71.02267,-164.87567
"AMBON2015","ML5.5",5.511,-2.028793216,31.9112,71.1468,-164.4862,0,0.0803688760806917,0.919631123919308,71.14597,-164.48551
"AMBON2015","ML5.6",2.206,-1.282410361,31.8458,71.1182,-163.8055,0.0355884645676725,0.0507675544026644,0.913643981029663,71.11936,-163.80133
"AMBON2015","ML5.7",5.418,-2.446245414,31.6454,71.2412,-163.4035,0,0.0880288184438042,0.911971181556196,71.24099,-163.4026
"AMBON2015","ML5.9",5.623,-0.430248992,31.1111,71.4828,-162.6043,0.107855209778445,0.00800418039774452,0.88414060982381,71.48318,-162.60624
"AMBON2015","ML6.1",5.466,-2.369189849,30.7181,70.087,-163.9603,0.0137725655954188,0.102567211418462,0.883660222986119,70.08647,-163.96028
"AMBON2015","ML6.10",5.502,-2.138977988,29.455,71.1928,-160.2695,0.0695690523080365,0.0896031727418814,0.840827774950082,71.19333,-160.27442
"AMBON2015","ML6.11",5.226,-1.45380472,28.082,71.3612,-159.6925,0.154327933511174,0.0541824911010654,0.791489575387761,71.36062,-159.69313
"AMBON2015","ML6.2",5.084,-2.1620451745,30.70555,70.2676,-163.40685,0.0256819177113717,0.0923923667510343,0.881925715537594,70.26827,-163.40424
"AMBON2015","ML6.3",4.51,-1.913530246,30.7662,70.3893,-163.022,0.0373903079146367,0.0802858082714886,0.882323883813875,70.38871,-163.02211
"AMBON2015","ML6.4",5.021,-2.787488204,30.8167,70.5093,-162.6438,0,0.111910662824208,0.888089337175792,70.50914,-162.63998
"AMBON2015","ML6.5",4.384,-1.696410854,31.0179,70.6265,-162.2487,0.0408490589367922,0.0699721582317141,0.889178782831494,70.62716,-162.25709
"AMBON2015","ML6.6",5.257,-1.504547825,31.0191,70.7257,-161.9403,0.0514428820863218,0.0605649429380381,0.88799217497564,70.72474,-161.94051
"AMBON2015","ML6.7",2.978,-1.778195393,30.7358,70.8435,-161.5382,0.0459275208263183,0.0736087928136032,0.880463686360079,70.8424,-161.54297
"AMBON2015","ML6.8",4.708,-1.901354291,30.4059,70.9595,-161.1378,0.0503412921142758,0.0792110182159002,0.870447689669824,70.95918,-161.1402
"AMBON2015","ML6.9",6.232,-1.865125062,30.4976,71.0753,-160.7348,0.0492250408903728,0.0775559436503043,0.873219015459323,71.07506,-160.73293
"AMBON2017","CL0",3.884,-3.21,28.2964,68.9017,-166.42555,0.0496793891666535,0.140589128316534,0.809731482516812,68.9,-166.42
"AMBON2017","CL1",4.561,-2.02,31.0787,68.94828,-166.90636,0.0208413798060796,0.085921315272431,0.893237304921489,68.948,-166.9178
"AMBON2017","CL2",3.886,-1.69,31.4909,69.02878,-167.93434,0.0250884190853474,0.0702848857083526,0.9046266952063,69.0298,-167.9342
"AMBON2017","CL3",4.727,-1.16,32.2469,69.03283,-168.89216,0.0287072871907099,0.0452964346756545,0.925996278133636,69.0032,-168.8938
"AMBON2017","DBO3.1",5.099,-3.13,28.2674,68.29939,-166.94236,0.0551017650911299,0.13662754500583,0.80827068990304,68.3,-166.935
"AMBON2017","DBO3.2",5.785,-1.22,31.456,68.2436,-167.127,0.0523289938181877,0.047190198552785,0.900480807629027,68.242,-167.122
"AMBON2017","DBO3.3",5.071,-1.1,31.6414,68.18638,-167.30754,0.0526635113333227,0.0415513026532275,0.90578518601345,68.185,-167.308
"AMBON2017","DBO3.4",4.534,-1.11,31.7187,68.12448,-167.49804,0.0494754708240821,0.0421441799913742,0.908380349184544,68.128,-167.495
"AMBON2017","DBO3.5",5.104,-1.16,32.013,68.01162,-167.86582,0.0366766928102489,0.0449863265338722,0.918336980655879,68.013,-167.867
"AMBON2017","DBO3.6",5.193,-1.29,32.0763,67.89699,-168.23683,0.0273142197658259,0.0514453444723096,0.921240435761864,67.898,-168.235
"AMBON2017","DBO3.7",4.918,-1.34,31.9988,67.78382,-168.60422,0.027183355430251,0.0537945529766944,0.919022091593054,67.783,-168.602
"AMBON2017","DBO3.8",5.459,-1.1,32.7123,67.66742,-168.95445,0.0161759676053864,0.0429711179975401,0.940852914397074,67.67,-168.96
"AMBON2017","ML1.1",6.537,-2.44,29.9456,70.03752,-162.76387,0.0361681580754917,0.105015491270386,0.858816350654122,70.03814,-162.76819
"AMBON2017","ML1.10",4.668,-1.3,32.0905,71.14116,-166.0346,0.0262761129658324,0.0519545628803731,0.921769324153794,71.14407,-166.02798
"AMBON2017","ML1.11",4.786,-1.2,32.2184,71.26634,-166.42066,0.027461188760922,0.0472202162835647,0.925318594955513,71.26598,-166.42171
"AMBON2017","ML1.12",5.511,-1.13,32.1975,71.38614,-166.82002,0.0320532961679154,0.0437597639090778,0.924186939923007,71.38705,-166.8204
"AMBON2017","ML1.13",4.784,-1.22,32.0303,71.50742,-167.21907,0.0327615305975754,0.0479516141398974,0.919286855262527,71.50726,-167.22409
"AMBON2017","ML1.2",4.555,-1.94,31.1177,70.14288,-163.04932,0.0239468699583088,0.0820498873855885,0.894003242656103,70.14024,-163.04788
"AMBON2017","ML1.4",4.789,-1.71,31.368,70.3978,-163.7642,0.0281672763286106,0.0711027267063879,0.900729996965002,70.39559,-163.76505
"AMBON2017","ML1.5",5.39,-1.82,31.3078,70.52448,-164.12688,0.024121249780362,0.0764172228167979,0.89946152740284,70.52219,-164.13038
"AMBON2017","ML1.7",4.993,-1.31,32.0934,70.77112,-164.88328,0.0256230180662269,0.052448799578295,0.921928182355478,70.77323,-164.87508
"AMBON2017","ML1.9",6.307,-1.18,31.9876,71.01998,-165.64522,0.0364335447183043,0.0459334344999441,0.917633020781752,71.02126,-165.63887
"AMBON2017","ML3.1",4.287,-1.98,30.8495,70.49629,-160.62144,0.030867793875693,0.083655871124387,0.88547633499992,70.49558,-160.62168
"AMBON2017","ML3.10",4.84,-1.86,31.4862,71.61722,-163.76548,0.0158256856700159,0.0786153155599572,0.905558998770027,71.6171,-163.76755
"AMBON2017","ML3.11",5.066,-1.89,31.5553,71.74378,-164.15912,0.0118084612558505,0.0801781048831526,0.908013433860997,71.74375,-164.15978
"AMBON2017","ML3.12",4.305,-1.71,31.8641,71.86956,-164.55187,0.0112642317460825,0.0717604635560596,0.916975304697858,71.87068,-164.55625
"AMBON2017","ML3.13",4.51,-1.69,31.7967,71.99299,-164.94745,0.0146692474801527,0.0706903199527179,0.914640432567129,71.99457,-164.95438
"AMBON2017","ML3.14",5.121,-1.56,32.0066,72.12157,-165.35571,0.014723291216076,0.0645935146877945,0.920683194096129,72.119,-165.35955
"AMBON2017","ML3.2",4.826,-1.53,31.6743,70.57815,-160.83275,0.0277082264428223,0.062681770841653,0.909610002715525,70.57807,-160.83855
"AMBON2017","ML3.3",4.715,-1.37,32.2309,70.71444,-161.1783,0.0176124195326104,0.055573450154146,0.926814130313244,70.71065,-161.18623
"AMBON2017","ML3.5",4.355,-2.11,30.6024,70.97288,-161.89995,0.0320812229445874,0.089703356069198,0.878215420986215,70.97255,-161.90328
"AMBON2017","ML3.6",3.845,-2.09,30.9447,71.10538,-162.25074,0.0215270019008674,0.0891763988946217,0.889296599204511,71.10397,-162.25855
"AMBON2017","ML3.7",4.714,-2.15,31.198,71.23482,-162.62662,0.00957088318451199,0.0924545788540485,0.89797453796144,71.23278,-162.63495
"AMBON2017","ML3.8",4.382,-2.15,31.1927,71.3621,-163.00112,0.00975146398734899,0.0924475520342476,0.897800983978403,71.36178,-163.00675
"AMBON2017","ML3.9",5.213,-2.11,31.2514,71.49212,-163.37972,0.00996859255946208,0.0905638100410524,0.899467597399486,71.48882,-163.39212
"AMBON2017","ML4.1",5.046,-2.24,30.5449,70.89096,-159.3978,0.0268346293308628,0.0960022155487757,0.877163155120362,70.89203,-159.39283
"AMBON2017","ML4.10",5.048,-2.25,30.1558,71.9808,-162.54701,0.0395376994712715,0.0959767327444372,0.864485567784291,71.9799,-162.54103
"AMBON2017","ML4.11",4.608,-2.03,31.3637,72.10956,-162.92562,0.0105766161366069,0.0867895643978723,0.902633819465521,72.10862,-162.92485
"AMBON2017","ML4.12",5.198,-1.73,31.4593,72.23802,-163.32378,0.0239479433892946,0.0722045572895868,0.903847499321119,72.2372,-163.31918
"AMBON2017","ML4.13",4.297,-1.15,31.797,72.3645,-163.72252,0.0445904988578823,0.0442095586473492,0.911199942494769,72.36473,-163.72418
"AMBON2017","ML4.14",4.617,-1.96,31.1126,72.49658,-164.10236,0.0230120633196493,0.0830239093973132,0.893964027283037,72.49573,-164.10748
"AMBON2017","ML4.2",9.838,-2.13,30.5494,70.93215,-159.50234,0.0327784579013787,0.0906138715397026,0.876607670558919,70.93133,-159.50782
"AMBON2017","ML4.3",5.116,-2.01,31.3222,71.06252,-159.88211,0.0130991709662478,0.0857537594045014,0.901147069629251,71.06233,-159.89112
"AMBON2017","ML4.5",4.304,-2.02,30.8735,71.32236,-160.65989,0.0278329233423319,0.0856492580227785,0.88651781863489,71.32433,-160.65772
"AMBON2017","ML4.6",4.591,-2.06,31.1497,71.45448,-161.03878,0.0162051323419006,0.0879770154784915,0.895817852179608,71.45533,-161.04102
"AMBON2017","ML4.7",3.894,-2.02,31.2312,71.58787,-161.40372,0.015645422743319,0.086123502068591,0.89823107518809,71.58868,-161.40358
"AMBON2017","ML4.8",4.71,-2.32,30.5093,71.71892,-161.77394,0.0236132948900213,0.0998781512068112,0.876508553903168,71.72018,-161.78042
"AMBON2017","ML4.9",5.368,-2.29,30.3656,71.84937,-162.1647,0.0301722792837405,0.0982164560803795,0.87161126463588,71.84975,-162.16157
"AMBON2017","ML5.1",4.112,-1.5,31.8629,70.64778,-165.99524,0.0229451352171622,0.0614606440585914,0.915594220724246,70.64629,-165.99784
"AMBON2017","ML5.10",4.261,-2.12,31.312,71.60311,-162.20377,0.00734955193840555,0.0911345462677507,0.901515901793844,71.60334,-162.1984
"AMBON2017","ML5.2",4.532,-1.41,31.8247,70.77187,-165.62742,0.0292352586936729,0.0569964714151079,0.913768269891219,70.772,-165.62717
"AMBON2017","ML5.3",4.722,-1.3,31.9401,70.89694,-165.25288,0.03140051914445,0.0517551602958325,0.916844320559718,70.89794,-165.2529
"AMBON2017","ML5.4",5.259,-1.36,31.9525,71.0226,-164.877,0.0276523089947767,0.0547139514080795,0.917633739597144,71.02267,-164.87567
"AMBON2017","ML5.5",3.687,-1.7,31.9304,71.14676,-164.486,0.00955955465393044,0.0713579732600674,0.919082472086002,71.14597,-164.48551
"AMBON2017","ML5.6",4.266,-1.88,31.7067,71.1183,-163.80356,0.0072042697634299,0.0798884414484929,0.912907288788077,71.11936,-163.80133
"AMBON2017","ML5.7",4.73,-1.7,31.6997,71.2412,-163.40603,0.0174199303547754,0.0710521077264668,0.911527961918758,71.24099,-163.4026
"AMBON2017","ML5.9",4.267,-2.06,31.2892,71.4826,-162.60406,0.0114521093238343,0.0881619666789132,0.900385923997252,71.48318,-162.60624
"AMBON2017","ML6.1",5.062,-2.24,30.5596,70.08697,-163.95998,0.0263337731418623,0.0960217050301104,0.877644521828027,70.08647,-163.96028
"AMBON2017","ML6.10",4.726,-2.08,31.075,71.19258,-160.26985,0.0176417264348355,0.0888587607622638,0.893499512802901,71.19333,-160.27442
"AMBON2017","ML6.11",4.397,-2.07,30.4196,71.36016,-159.69524,0.0405267031931378,0.0874994297397888,0.871973867067073,71.36062,-159.69313
"AMBON2017","ML6.2",5.0725,-1.97,30.8236,70.26728,-163.4053,0.0323045413159114,0.0831311406801591,0.88456431800393,70.26827,-163.40424
"AMBON2017","ML6.3",5.213,-1.89,30.8993,70.38936,-163.01942,0.0341595945881189,0.0793083702059007,0.88653203520598,70.38871,-163.02211
"AMBON2017","ML6.4",4.172,-1.99,31.0127,70.50964,-162.64091,0.0247529814865104,0.0843626359759117,0.890884382537578,70.50914,-162.63998
"AMBON2017","ML6.5",4.861,-1.64,31.2258,70.62637,-162.24476,0.036892299091098,0.0674814529655128,0.895626247943389,70.62716,-162.25709
"AMBON2017","ML6.6",4.559,-1.64,31.3354,70.72556,-161.93613,0.0331580243758287,0.0676267622957366,0.899215213328435,70.72474,-161.94051
"AMBON2017","ML6.7",5.06,-1.335,32.23875,70.84365,-161.53783,0.0192849583885757,0.0538674863824417,0.926847555228983,70.8424,-161.54297
"AMBON2017","ML6.8",5.038,-1.81,31.8085,70.96008,-161.12831,0.00761576122550049,0.0765906665814737,0.915793572193026,70.95918,-161.1402
"AMBON2017","ML6.9",4.438,-2.06,31.5231,71.07638,-160.73328,0.00348270370429542,0.0884720748206955,0.908045221475009,71.07506,-160.73293
